prodcode	dmdcode	gemscriptcode	productname	drugsubstance	strength	formulation	route	bnfcode	bnfchapter	Group
47804	12779411000001108	74717020	Co-triamterzide 50mg/25mg tablets (A A H Pharmaceuticals Ltd)	Hydrochlorothiazide/Triamterene	25mg + 50mg	Tablet	Oral	02020400	Potassium-sparing Diuretics With Other Diuretics	Diuretic
47807	203155001000027104	77113020	Doxazosin xl 4mg Tablet (Hillcross Pharmaceuticals Ltd)	Doxazosin mesilate	4mg	Modified-release tablet	Oral	02050400/07040150	Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)	Alpha blocker
47815	13335001000027108	49711020	Furosemide 20mg Tablet (Celltech Pharma Europe Ltd)	Furosemide	20mg	Tablet	Oral	02020200	Loop Diuretics	Diuretic
47833	18694811000001100	00536021	Bedranol SR 80mg capsules (Almus Pharmaceuticals Ltd)	Propranolol hydrochloride	80mg	Modified-release capsule	Oral	02040000/04070402/04090300/06020200	Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs	B-blocker
47844	750511000001102	66033020	Bendroflumethiazide 2.5mg tablets (Kent Pharmaceuticals Ltd)	Bendroflumethiazide	2.5mg	Tablet	Oral	02020100/09050102	Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria	Diuretic
47870	9791011000001100	70250020	Atenolol 25mg tablets (Almus Pharmaceuticals Ltd)	Atenolol	25mg	Tablet	Oral	02040000	Beta-adrenoceptor Blocking Drugs	B-blocker
47907	18695311000001108	00538021	Bedranol SR 160mg capsules (Almus Pharmaceuticals Ltd)	Propranolol hydrochloride	160mg	Modified-release capsule	Oral	02040000/04070402/04090300/06020200	Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs	B-blocker
48039	19485511000001100	78259020	Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd)	Hydrochlorothiazide/Losartan potassium	12.5mg + 100mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Diuretic
48079	214811000001107	59993020	Indapamide 2.5mg tablets (Zentiva)	Indapamide hemihydrate	2.5mg	Tablet	Oral	02020100	Thiazides And Related Diuretics	Diuretic
48098	263725001000027104	99501020	Perindopril arginine 4mg with Indapamide 1.25mg tablet	Perindopril Erbumine/Indapamide	4mg + 1.25mg	Tablets	Oral	02020100/02050501	Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors	Diuretic
48099	56211000001102	60381020	Indapamide 2.5mg tablets (A A H Pharmaceuticals Ltd)	Indapamide hemihydrate	2.5mg	Tablet	Oral	02020100	Thiazides And Related Diuretics	Diuretic
48132	250545001000027104	94685020	Hydrochlorothiazide Capsule	Hydrochlorothiazide		Capsule	Oral	02020100	Thiazides And Related Diuretics	Diuretic
48150	4250111000001105	65746020	Doxazosin 1mg tablets (Actavis UK Ltd)	Doxazosin mesilate	1mg	Tablet	Oral	02050400/07040150	Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)	Alpha blocker
48682	35932711000001104	00183020	Propranolol 50mg/5ml oral solution sugar free	Propranolol hydrochloride	10mg/1ml	Oral solution	Oral	02040000/04070402/04090300/06020200	Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs	B-blocker
48745	16460311000001108	37067020	Timolol 10mg / Amiloride 2.5mg / Hydrochlorothiazide 25mg tablets	Timolol maleate/Amiloride hydrochloride/Hydrochlorothiazide	10mg + 2.5mg + 25mg	Tablet	Oral	02040100	Beta-adrenoceptor Blocking Drugs With Diuretic	B-blocker
49142	12422611000001106	31922020	Carvedilol 3.125mg/5ml oral suspension	Carvedilol	625microgram/1ml	Oral suspension	Oral	02040000	Beta-adrenoceptor Blocking Drugs	B-blocker
49268	12088211000001108	30828020	Furosemide 50mg/5ml oral suspension	Furosemide	10mg/1ml	Oral suspension	Oral	02020200	Loop Diuretics	Diuretic
49388	8727611000001105	20841020	Spironolactone 100mg/5ml oral suspension	Spironolactone	20mg/1ml	Oral suspension	Oral	02020300	Potassium-sparing Diuretics And Aldosterone Antagonists	Spironolactone
49529	17932311000001102	00689020	Indapamide 2.5mg tablets (Phoenix Healthcare Distribution Ltd)	Indapamide hemihydrate	2.5mg	Tablet	Oral	02020100	Thiazides And Related Diuretics	Diuretic
49752	13005911000001104	33486020	Metolazone 2.5mg/5ml oral solution	Metolazone	500microgram/1ml	Oral solution	Oral	02020100	Thiazides And Related Diuretics	Diuretic
49863	35932811000001104	00182020	Propranolol 5mg/5ml oral solution sugar free	Propranolol hydrochloride	1mg/1ml	Oral solution	Oral	02040000/04070402/04090300/06020200	Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs	B-blocker
49953	15986211000001104	01009020	Atenolol 25mg tablets (Bristol Laboratories Ltd)	Atenolol	25mg	Tablet	Oral	02040000	Beta-adrenoceptor Blocking Drugs	B-blocker
50079	8727311000001100	20835020	Spironolactone 10mg/5ml oral suspension	Spironolactone	2mg/1ml	Oral suspension	Oral	02020300	Potassium-sparing Diuretics And Aldosterone Antagonists	Spironolactone
50224	20475811000001108	41307020	Congescor 2.5mg tablets (Teva UK Ltd)	Bisoprolol fumarate	2.5mg	Tablet	Oral	02040000/02050000	Beta-adrenoceptor Blocking Drugs/Hypertension And Heart Failure	B-blocker
50300	20475611000001108	41306020	Congescor 1.25mg tablets (Teva UK Ltd)	Bisoprolol fumarate	1.25mg	Tablet	Oral	02040000/02050000	Beta-adrenoceptor Blocking Drugs/Hypertension And Heart Failure	B-blocker
50370	8726311000001103	20819020	Spironolactone 5mg/5ml oral suspension	Spironolactone	1mg/1ml	Oral suspension	Oral	02020300	Potassium-sparing Diuretics And Aldosterone Antagonists	Spironolactone
50403	187775001000027104	73571020	Bisoprolol 1.25mg Tablet (Teva UK Ltd)	Bisoprolol fumarate	1.25mg	Tablet	Oral	02040000	Beta-adrenoceptor Blocking Drugs	B-blocker
50467	430311000001102	01346020	Doxazosin 2mg tablets (Alliance Healthcare (Distribution) Ltd)	Doxazosin mesilate	2mg	Tablet	Oral	02050400/07040150	Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)	Alpha blocker
50514	17012411000001106	01122020	Bisoprolol 2.5mg tablets (Chanelle Medical UK Ltd)	Bisoprolol fumarate	2.5mg	Tablet	Oral	02040000/02050000	Beta-adrenoceptor Blocking Drugs/Hypertension And Heart Failure	B-blocker
50607	246725001000027104	92909020	Perindopril arginine 2mg with Indapamide 625 micrograms tablet	Perindopril Erbumine/Indapamide				02020100/02050501	Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors	Diuretic
50702	47711000001105	00998020	Atenolol 25mg tablets (Alliance Healthcare (Distribution) Ltd)	Atenolol	25mg	Tablet	Oral	02040000	Beta-adrenoceptor Blocking Drugs	B-blocker
51258	18571111000001108	34961020	Coversyl Arginine Plus 5mg/1.25mg tablets (DE Pharmaceuticals)	Perindopril arginine/Indapamide	5mg + 1.25mg	Tablet	Oral	02020100/02050501	Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors	Diuretic
51447	8668411000001106	20527020	Metoprolol 12.5mg/5ml oral suspension	Metoprolol tartrate	2.5mg/1ml	Oral suspension	Oral	02040000/04070402	Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine	B-blocker
51492	8726811000001107	20827020	Sotalol 25mg/5ml oral solution	Sotalol hydrochloride	5mg/1ml	Oral solution	Oral	02030200/02040000	Drugs For Arrhythmias/Beta-adrenoceptor Blocking Drugs	B-blocker
51528	20358011000001104	40504020	Bisoprolol 1.25mg tablets (Actavis UK Ltd)	Bisoprolol fumarate	1.25mg	Tablet	Oral	02040000/02050000	Beta-adrenoceptor Blocking Drugs/Hypertension And Heart Failure	B-blocker
51643	11560811000001104	01013020	Atenolol 25mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)	Atenolol	5mg/1ml	Oral solution	Oral	02040000	Beta-adrenoceptor Blocking Drugs	B-blocker
51652	13583411000001106	00755020	Spironolactone 25mg tablets (DE Pharmaceuticals)	Spironolactone	25mg	Tablet	Oral	02020300	Potassium-sparing Diuretics And Aldosterone Antagonists	Spironolactone
51685	4250511000001101	65764020	Doxazosin 4mg tablets (Actavis UK Ltd)	Doxazosin mesilate	4mg	Tablet	Oral	02050400/07040150	Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)	Alpha blocker
51720	13894811000001108	35254020	Spironolactone 25mg/5ml oral solution	Spironolactone	5mg/1ml	Oral solution	Oral	02020300	Potassium-sparing Diuretics And Aldosterone Antagonists	Spironolactone
51933	13894911000001104	35256020	Spironolactone 50mg/5ml oral solution	Spironolactone	10mg/1ml	Oral solution	Oral	02020300	Potassium-sparing Diuretics And Aldosterone Antagonists	Spironolactone
51983	13893511000001108	35233020	Furosemide 5mg/5ml oral suspension	Furosemide	1mg/1ml	Oral suspension	Oral	02020200	Loop Diuretics	Diuretic
51998	18280111000001104	01011020	Atenolol 25mg tablets (Strides Shasun (UK) Ltd)	Atenolol	25mg	Tablet	Oral	02040000	Beta-adrenoceptor Blocking Drugs	B-blocker
52136	160775001000027104	69495020	Bedranol sr 160mg Capsule (Lagap)	Propranolol hydrochloride	160mg	Modified-release capsule	Oral	02040000/04070402	Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine	B-blocker
52145	104605001000027104	61691020	Cyclopenthiazide 0.25mg with oxprenolol 160mg modified-release tablets	Oxprenolol Hydrochloride/Cyclopenthiazide				02020100/02040000	Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs	B-blocker
52189	17015111000001108	10152020	Losartan 100mg / Hydrochlorothiazide 25mg tablets (A A H Pharmaceuticals Ltd)	Losartan potassium/Hydrochlorothiazide	100mg + 25mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Diuretic
52310	20137611000001100	39793020	Atenolol 25mg tablets (Crescent Pharma Ltd)	Atenolol	25mg	Tablet	Oral	02040000	Beta-adrenoceptor Blocking Drugs	B-blocker
52366	13895011000001104	35258020	Spironolactone 5mg/5ml oral solution	Spironolactone	1mg/1ml	Oral solution	Oral	02020300	Potassium-sparing Diuretics And Aldosterone Antagonists	Spironolactone
52500	9791711000001104	70253020	Atenolol 50mg tablets (Almus Pharmaceuticals Ltd)	Atenolol	50mg	Tablet	Oral	02040000	Beta-adrenoceptor Blocking Drugs	B-blocker
52548	18506211000001104	78457020	Bisoprolol 1.25mg tablets (Almus Pharmaceuticals Ltd)	Bisoprolol fumarate	1.25mg	Tablet	Oral	00000000	Unknown	B-blocker
52609	14252111000001108	00942020	Inderal LA 160mg capsules (Sigma Pharmaceuticals Plc)	Propranolol hydrochloride	160mg	Modified-release capsule	Oral	02040000/04070402/04090300/06020200	Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs	B-blocker
52611	12287311000001104	31454020	Bisoprolol 10mg/5ml oral solution	Bisoprolol fumarate	2mg/1ml	Oral solution	Oral	02040000/02050000	Beta-adrenoceptor Blocking Drugs/Hypertension And Heart Failure	B-blocker
52635	557311000001108	01082020	Bisoprolol 5mg tablets (Alliance Healthcare (Distribution) Ltd)	Bisoprolol fumarate	5mg	Tablet	Oral	02040000/02050000	Beta-adrenoceptor Blocking Drugs/Hypertension And Heart Failure	B-blocker
52686	12287511000001104	31458020	Bisoprolol 2.5mg/5ml oral solution	Bisoprolol fumarate	500microgram/1ml	Oral solution	Oral	02040000/02050000	Beta-adrenoceptor Blocking Drugs/Hypertension And Heart Failure	B-blocker
52728	16141111000001106	01077020	Beta-Adalat modified-release capsules (Lexon (UK) Ltd)	Atenolol/Nifedipine	50mg + 20mg	Modified-release capsule	Oral	02040000/02060200	Beta-adrenoceptor Blocking Drugs/Calcium-channel Blockers	B-blocker
52777	587411000001106	00925020	Propranolol 40mg tablets (Kent Pharmaceuticals Ltd)	Propranolol hydrochloride	40mg	Tablet	Oral	02040000/04070402/04090300/06020200	Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs	B-blocker
52858	14206911000001100	10088020	Co-Diovan 80mg/12.5mg tablets (Sigma Pharmaceuticals Plc)	Valsartan/Hydrochlorothiazide	80mg + 12.5mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Diuretic
52970	13894711000001100	35252020	Spironolactone 10mg/5ml oral solution	Spironolactone	2mg/1ml	Oral solution	Oral	02020300	Potassium-sparing Diuretics And Aldosterone Antagonists	Spironolactone
53033	13811611000001108	00008020	Doxzogen XL 4mg tablets (Mylan)	Doxazosin mesilate	4mg	Modified-release tablet	Oral	02050400/07040150	Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)	Alpha blocker
53177	244465001000027104	92021020	Propranolol oral solution	Propranolol Hydrochloride				02030202/02040000	Supraventricular Arrhythmias/Beta-adrenoceptor Blocking Drugs	B-blocker
53204	263511000001107	00973020	Atenolol 50mg tablets (Alliance Healthcare (Distribution) Ltd)	Atenolol	50mg	Tablet	Oral	02040000	Beta-adrenoceptor Blocking Drugs	B-blocker
53215	15986411000001104	00982020	Atenolol 50mg tablets (Bristol Laboratories Ltd)	Atenolol	50mg	Tablet	Oral	02040000	Beta-adrenoceptor Blocking Drugs	B-blocker
53220	18987611000001108	99791020	Sevikar HCT 40mg/10mg/25mg tablets (Daiichi Sankyo UK Ltd)	Olmesartan medoxomil/Hydrochlorothiazide/Amlodipine besilate	40mg + 25mg + 10mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Diuretic
53253	8705811000001105	20821020	Spironolactone 50mg/5ml oral suspension (Drug Tariff Special Order)	Spironolactone	10mg/1ml	Oral suspension	Oral	02020300	Potassium-sparing Diuretics And Aldosterone Antagonists	Spironolactone
53322	16050211000001104	01362020	Doxazosin 4mg tablets (Bristol Laboratories Ltd)	Doxazosin mesilate	4mg	Tablet	Oral	02050400/07040150	Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)	Alpha blocker
53334	632011000001104	62943020	Bisoprolol 10mg tablets (A A H Pharmaceuticals Ltd)	Bisoprolol fumarate	10mg	Tablet	Oral	02040000/02050000	Beta-adrenoceptor Blocking Drugs/Hypertension And Heart Failure	B-blocker
53414	18458611000001100	00985020	Atenolol 50mg tablets (Accord Healthcare Ltd)	Atenolol	50mg	Tablet	Oral	02040000	Beta-adrenoceptor Blocking Drugs	B-blocker
53508	12424811000001104	31962020	Spironolactone 5mg/5ml / Chlorothiazide 50mg/5ml oral suspension	Spironolactone/Chlorothiazide	1mg/1ml + 10mg/1ml	Oral suspension	Oral	02020400	Potassium-sparing Diuretics With Other Diuretics	Diuretic
53664	20283611000001104	40505020	Bisoprolol 2.5mg tablets (Sandoz Ltd)	Bisoprolol fumarate	2.5mg	Tablet	Oral	02040000/02050000	Beta-adrenoceptor Blocking Drugs/Hypertension And Heart Failure	B-blocker
53674	374173002	45436020	Metolazone 2.5mg tablets	Metolazone	2.5mg	Tablet	Oral	02020100	Thiazides And Related Diuretics	Diuretic
53802	15070211000001102	01007020	Atenolol 25mg tablets (Sigma Pharmaceuticals Plc)	Atenolol	25mg	Tablet	Oral	02040000	Beta-adrenoceptor Blocking Drugs	B-blocker
53812	244535001000027104	92033020	Bendroflumethiazide oral solution	Bendroflumethiazide				02020100	Thiazides And Related Diuretics	Diuretic
53826	14801811000001108	01006020	Atenolol 25mg tablets (Boston Healthcare Ltd)	Atenolol	25mg	Tablet	Oral	02040000	Beta-adrenoceptor Blocking Drugs	B-blocker
53885	11252511000001108	74139020	Bisoprolol 1.25mg tablets (A A H Pharmaceuticals Ltd)	Bisoprolol fumarate	1.25mg	Tablet	Oral	02040000/02050000	Beta-adrenoceptor Blocking Drugs/Hypertension And Heart Failure	B-blocker
53916	18506411000001104	78463020	Bisoprolol 2.5mg tablets (Almus Pharmaceuticals Ltd)	Bisoprolol fumarate	2.5mg	Tablet	Oral	00000000	Unknown	B-blocker
53967	16052611000001100	00697020	Furosemide 20mg tablets (Bristol Laboratories Ltd)	Furosemide	20mg	Tablet	Oral	02020200	Loop Diuretics	Diuretic
54106	14012311000001106	35298020	Carvedilol 1.5mg/5ml oral suspension	Carvedilol	300microgram/1ml	Oral suspension	Oral	02040000	Beta-adrenoceptor Blocking Drugs	B-blocker
54120	13374211000001104	34806020	Spironolactone 4mg/5ml oral suspension	Spironolactone	800microgram/1ml	Oral suspension	Oral	02020300	Potassium-sparing Diuretics And Aldosterone Antagonists	Spironolactone
54201	13845711000001108	75924020	Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Almus Pharmaceuticals Ltd)	Lisinopril/Hydrochlorothiazide	20mg + 12.5mg	Tablet	Oral	02020100/02050501	Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors	Diuretic
54297	13199511000001100	34198020	Propranolol 50mg/5ml oral solution	Propranolol hydrochloride	10mg/1ml	Oral solution	Oral	02040000/04070402/04090300/06020200	Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs	B-blocker
54316	598411000001109	00683020	Indapamide 2.5mg tablets (Alliance Healthcare (Distribution) Ltd)	Indapamide hemihydrate	2.5mg	Tablet	Oral	02020100	Thiazides And Related Diuretics	Diuretic
54329	13006411000001102	33496020	Metolazone 5mg/5ml oral suspension	Metolazone	1mg/1ml	Oral suspension	Oral	02020100	Thiazides And Related Diuretics	Diuretic
54341	12015711000001108	30321020	Chlorothiazide 5mg/5ml oral suspension	Chlorothiazide	1mg/1ml	Oral suspension	Oral	02020100	Thiazides And Related Diuretics	Diuretic
54479	10740611000001104	01103020	Bisoprolol 1.25mg tablets (Alliance Healthcare (Distribution) Ltd)	Bisoprolol fumarate	1.25mg	Tablet	Oral	02040000/02050000	Beta-adrenoceptor Blocking Drugs/Hypertension And Heart Failure	B-blocker
54487	21266011000001104	44459020	Nebivolol 2.5mg tablets (Sigma Pharmaceuticals Plc)	Nebivolol hydrochloride	2.5mg	Tablet	Oral	02040000	Beta-adrenoceptor Blocking Drugs	B-blocker
54542	15968011000001104	01008020	Atenolol 25mg tablets (Zanza Laboratories Ltd)	Atenolol	25mg	Tablet	Oral	02040000	Beta-adrenoceptor Blocking Drugs	B-blocker
54623	18069011000001104	99279020	Beta-Prograne 160mg modified-release capsules (Actavis UK Ltd)	Propranolol hydrochloride	160mg	Modified-release capsule	Oral	02040000/04070402/04090300/06020200	Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs	B-blocker
54643	251255001000027104	94928020	Metolazone Oral solution	Metolazone		Oral Solution		02020100	Thiazides And Related Diuretics	Diuretic
54679	395516007	98525020	Chlorothiazide 250mg tablets	Chlorothiazide	250mg	Tablet	Oral	02020100	Thiazides And Related Diuretics	Diuretic
54752	18279911000001104	00984020	Atenolol 50mg tablets (Strides Shasun (UK) Ltd)	Atenolol	50mg	Tablet	Oral	02040000	Beta-adrenoceptor Blocking Drugs	B-blocker
54785	19730511000001104	38498020	Doxazosin 4mg tablets (Medreich Plc)	Doxazosin mesilate	4mg	Tablet	Oral	02050400/07040150	Alpha-adrenoceptor Blocking Drugs/Alpha-blockers (in Urinary Retention)	Alpha blocker
54825	15089311000001104	00696020	Furosemide 20mg tablets (Sigma Pharmaceuticals Plc)	Furosemide	20mg	Tablet	Oral	02020200	Loop Diuretics	Diuretic
54918	247245001000027104	93155020	Phenoxybenzamine oral liquid	Phenoxybenzamine Hydrochloride				02050400	Alpha-adrenoceptor Blocking Drugs	Alpha blocker
55050	154055001000027104	05187007	CHLOROTHIAZIDE/SPIRONOLACTONE/LACT SACH 50 MG					00000000	Unknown	Diuretic
55160	14210911000001100	01673020	Cozaar-Comp 50mg/12.5mg tablets (Sigma Pharmaceuticals Plc)	Losartan potassium/Hydrochlorothiazide	50mg + 12.5mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Diuretic
55228	14782911000001108	00927020	Propranolol 40mg tablets (Boston Healthcare Ltd)	Propranolol hydrochloride	40mg	Tablet	Oral	02040000/04070402/04090300/06020200	Beta-adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs	B-blocker
55259	146711000001100	00682020	Indapamide 2.5mg tablets (Kent Pharmaceuticals Ltd)	Indapamide hemihydrate	2.5mg	Tablet	Oral	02020100	Thiazides And Related Diuretics	Diuretic
55298	15058011000001108	01097020	Bisoprolol 10mg tablets (Sigma Pharmaceuticals Plc)	Bisoprolol fumarate	10mg	Tablet	Oral	02040000/02050000	Beta-adrenoceptor Blocking Drugs/Hypertension And Heart Failure	B-blocker
55358	264985001000027104	99777020	Olmesartan medoxomil with amlodipine and hydrochlorothiazide 40mg + 10mg + 25mg Tablet	Amlodipine/Hydrochlorothiazide/Olmesartan Medoxomil	40mg + 10mg + 25mg	Tablet		02020100/02050502	Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists	Diuretic
