prodcode	dmdcode	gemscriptcode	productname	drugsubstance	strength	formulation	route	bnfcode	bnfchapter	Group	Name	Class
54544	8348611000001106	19241020	Captopril 25mg/5ml oral suspension	Captopril	5mg/1ml	Oral suspension	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Captopril	ACE
54620	15183111000001100	01575020	Ramipril 2.5mg capsules (Sigma Pharmaceuticals Plc)	Ramipril	2.5mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
54633	15981411000001104	01996020	Amlodipine 5mg tablets (Bristol Laboratories Ltd)	Amlodipine	5mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
54654	11399011000001106	75178020	Amlodipine 10mg tablets (Almus Pharmaceuticals Ltd)	Amlodipine	10mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
54696	7376511000001101	68498020	Amlodipine 10mg tablets (Sandoz Ltd)	Amlodipine	10mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
54726	19631111000001104	78678020	Valsartan 40mg capsules (Teva UK Ltd)	Valsartan	40mg	Capsule	Oral	00000000	Unknown	Mono	Valsartan	ARB
54733	17218111000001108	09855020	Perindopril erbumine 8mg tablets (Consilient Health Ltd)	Perindopril erbumine	8mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
54735	17026111000001108	01661020	Losartan 50mg tablets (Alliance Healthcare (Distribution) Ltd)	Losartan potassium	50mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
54740	16748711000001108	77731020	Losartan 25mg tablets (Actavis UK Ltd)	Losartan potassium	25mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
54799	17465311000001100	01878020	Tildiem LA 300 capsules (Mawdsley-Brooks & Company Ltd)	Diltiazem hydrochloride	300mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
54843	16998911000001104	77349020	Losartan 50mg tablets (Dexcel-Pharma Ltd)	Losartan potassium	50mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
54899	11879711000001104	75033020	Perindopril erbumine 2mg tablets (Teva UK Ltd)	Perindopril erbumine	2mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
54928	16060611000001106	01470020	Lisinopril 10mg tablets (Bristol Laboratories Ltd)	Lisinopril	10mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
54941	5923011000001109	01579020	Ramipril 5mg capsules (Alliance Healthcare (Distribution) Ltd)	Ramipril	5mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
54942	16631011000001108	76559020	Perindopril erbumine 8mg tablets (Mylan)	Perindopril erbumine	8mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
54983	8278211000001104	18978020	Amlodipine 2.5mg/5ml oral suspension	Amlodipine	500microgram/1ml	Oral suspension	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
54986	14057411000001108	35397020	Perindopril erbumine 8mg/5ml oral suspension	Perindopril erbumine	1.6mg/1ml	Oral suspension	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
55002	18463211000001100	01486020	Lisinopril 20mg tablets (Accord Healthcare Ltd)	Lisinopril	20mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
55017	21285511000001104	45155020	Irbesartan 300mg tablets (Accord Healthcare Ltd)	Irbesartan	300mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Irbesartan	ARB
55160	14210911000001100	01673020	Cozaar-Comp 50mg/12.5mg tablets (Sigma Pharmaceuticals Plc)	Losartan potassium/Hydrochlorothiazide	50mg + 12.5mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Combo	Combo	Combo
55187	20021711000001108	39798020	Valsartan 160mg capsules (Arrow Generics Ltd)	Valsartan	160mg	Capsule	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Valsartan	ARB
55257	8457011000001107	19777020	Diltiazem 60mg/5ml oral solution	Diltiazem hydrochloride	12mg/1ml	Oral solution	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
55296	16971811000001104	01660020	Losartan 50mg tablets (Mylan)	Losartan potassium	50mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
55299	5873711000001102	67297020	Ramipril 1.25mg capsules (A A H Pharmaceuticals Ltd)	Ramipril	1.25mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
55306	5008511000001107	99312020	Folpik XL 5mg tablets (Teva UK Ltd)	Felodipine	5mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Felodipine	CCB
55358	264985001000027104	99777020	Olmesartan medoxomil with amlodipine and hydrochlorothiazide 40mg + 10mg + 25mg Tablet	Amlodipine/Hydrochlorothiazide/Olmesartan Medoxomil	40mg + 10mg + 25mg	Tablet		02020100/02050502	Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists	Combo	Combo	Combo
55399	7495911000001104	67847020	Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd)	Lisinopril/Hydrochlorothiazide	20mg + 12.5mg	Tablet	Oral	02020100/02050501	Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors	Combo	Combo	Combo
55446	21037511000001104	43882020	Losartan 100mg tablets (Bristol Laboratories Ltd)	Losartan potassium	100mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
55455	18283911000001108	01943020	Nifedipine 10mg capsules (Strides Shasun (UK) Ltd)	Nifedipine	10mg	Capsule	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
55456	72111000001106	01448020	Lisinopril 5mg tablets (Alliance Healthcare (Distribution) Ltd)	Lisinopril	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
55588	15107811000001100	01482020	Lisinopril 20mg tablets (Sigma Pharmaceuticals Plc)	Lisinopril	20mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
55639	18463011000001104	01472020	Lisinopril 10mg tablets (Accord Healthcare Ltd)	Lisinopril	10mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
55718	18140111000001104	01644020	Losartan 25mg tablets (Phoenix Healthcare Distribution Ltd)	Losartan potassium	25mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
55740	18167311000001104	02041020	Neofel XL 2.5mg tablets (Actavis UK Ltd)	Felodipine	2.5mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Felodipine	CCB
55798	21878111000001104	47145020	Ramipril 5mg capsules (Waymade Healthcare Plc)	Ramipril	5mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
55821	19630911000001108	78684020	Valsartan 160mg capsules (Teva UK Ltd)	Valsartan	160mg	Capsule	Oral	00000000	Unknown	Mono	Valsartan	ARB
55824	88575001000027104	59219020	Nifedipine 20mg Modified-release tablet (Berk Pharmaceuticals Ltd)	Nifedipine	20mg	Modified-release Tablet		02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
55896	460011000001108	65227020	Lisinopril 2.5mg tablets (Actavis UK Ltd)	Lisinopril	2.5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
55903	11554111000001100	61781020	Enalapril 10mg tablets (Dexcel-Pharma Ltd)	Enalapril maleate	10mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
56013	21877911000001108	47144020	Ramipril 2.5mg capsules (Waymade Healthcare Plc)	Ramipril	2.5mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
56038	20005711000001100	39749020	Ramipril 10mg tablets (Pfizer Ltd)	Ramipril	10mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
56079	21939811000001104	47933020	Perindopril tosilate 10mg tablets	Perindopril tosilate	10mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
56104	16732411000001100	01658020	Losartan 50mg tablets (A A H Pharmaceuticals Ltd)	Losartan potassium	50mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
56129	5632611000001105	01578020	Ramipril 5mg capsules (Kent Pharmaceuticals Ltd)	Ramipril	5mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
56147	18457811000001100	02023020	Amlodipine 10mg tablets (Accord Healthcare Ltd)	Amlodipine	10mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
56148	7562211000001109	10683020	Ramipril 1.25mg tablets (Kent Pharmaceuticals Ltd)	Ramipril	1.25mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
56157	21940011000001100	47939020	Perindopril tosilate 5mg / Indapamide 1.25mg tablets	Indapamide/Perindopril tosilate	1.25mg + 5mg	Tablet	Oral	02020100/02050501	Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors	Combo	Combo	Combo
56162	14126311000001108	01556020	Perindopril erbumine 4mg tablets (Consilient Health Ltd)	Perindopril erbumine	4mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
56169	10412711000001104	70076020	Ramipril 10mg capsules (Arrow Generics Ltd)	Ramipril	10mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
56204	18165111000001108	77510020	Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Actavis UK Ltd)	Losartan potassium/Hydrochlorothiazide	50mg + 12.5mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Combo	Combo	Combo
56244	13754811000001100	01491020	Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets (Tillomed Laboratories Ltd)	Lisinopril/Hydrochlorothiazide	20mg + 12.5mg	Tablet	Oral	02020100/02050501	Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors	Combo	Combo	Combo
56271	18514211000001104	37888020	Diltiazem 0.2% cream (Special Order)	Diltiazem hydrochloride	2mg/1gram	Cream	Transdermal	01070000/02060200	Local Preparations For Anal And Rectal Disorders/Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
56279	8622111000001109	20371020	Lisinopril 2.5mg/5ml oral solution	Lisinopril	500microgram/1ml	Oral solution	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
56334	15981211000001106	02018020	Amlodipine 10mg tablets (Bristol Laboratories Ltd)	Amlodipine	10mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Amlodipine	CCB
56356	5925111000001106	01586020	Ramipril 10mg capsules (Alliance Healthcare (Distribution) Ltd)	Ramipril	10mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
56467	14005111000001104	01909020	Tildiem 60mg modified-release tablets (DE Pharmaceuticals)	Diltiazem hydrochloride	60mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
56469	17575011000001102	01958020	Adalat LA 60 tablets (Necessity Supplies Ltd)	Nifedipine	60mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
56472	10743211000001104	01554020	Perindopril erbumine 4mg tablets (Kent Pharmaceuticals Ltd)	Perindopril erbumine	4mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
56473	15156311000001100	01546020	Perindopril erbumine 2mg tablets (Sigma Pharmaceuticals Plc)	Perindopril erbumine	2mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
56505	16450011000001100	01458020	Zestril 5mg tablets (Lexon (UK) Ltd)	Lisinopril	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
56506	5535211000001106	01541020	Coversyl 2mg tablets (Dowelhurst Ltd)	Perindopril erbumine	2mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
56508	5538211000001104	01552020	Coversyl 4mg tablets (Dowelhurst Ltd)	Perindopril erbumine	4mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
56509	5528711000001108	01375020	Capoten 12.5mg tablets (Dowelhurst Ltd)	Captopril	12.5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Captopril	ACE
56510	14767811000001102	01481020	Zestril 20mg tablets (Sigma Pharmaceuticals Plc)	Lisinopril	20mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
56516	13651711000001102	75649020	Perindopril erbumine 2mg tablets (Sandoz Ltd)	Perindopril erbumine	2mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
56606	449109006	41454020	Azilsartan medoxomil 40mg tablets	Azilsartan medoxomil	40mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Azilsartan	ARB
56704	5919811000001106	01565020	Ramipril 1.25mg capsules (Alliance Healthcare (Distribution) Ltd)	Ramipril	1.25mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
56758	21864611000001104	47166020	Diltiazem 90mg modified-release capsules (Cubic Pharmaceuticals Ltd)	Diltiazem hydrochloride	90mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
56763	17921311000001108	01592020	Ramipril 10mg capsules (Phoenix Healthcare Distribution Ltd)	Ramipril	10mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
56767	16666411000001100	77347020	Lercanidipine 20mg tablets (Mylan)	Lercanidipine hydrochloride	20mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Lercanidipine	CCB
56850	221411000001104	84385020	Ecopace 12.5mg tablets (AMCo)	Captopril	12.5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Captopril	ACE
56855	15182211000001100	01590020	Ramipril 10mg capsules (Sigma Pharmaceuticals Plc)	Ramipril	10mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
56970	18169911000001108	10517020	Losartan 100mg tablets (Pfizer Ltd)	Losartan potassium	100mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
56975	17014911000001108	01677020	Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd)	Losartan potassium/Hydrochlorothiazide	50mg + 12.5mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Combo	Combo	Combo
56994	18565211000001108	77966020	Lacidipine 4mg tablets (Teva UK Ltd)	Lacidipine	4mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Lacidipine	CCB
57026	21813511000001100	47162020	Candesartan 8mg tablets (Waymade Healthcare Plc)	Candesartan cilexetil	8mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
57028	16972011000001100	10512020	Losartan 100mg tablets (Mylan)	Losartan potassium	100mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Losartan	ARB
57048	499711000001101	65217020	Lisinopril 10mg tablets (Zentiva)	Lisinopril	10mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
57073	21877711000001104	47143020	Ramipril 1.25mg capsules (Waymade Healthcare Plc)	Ramipril	1.25mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
57208	21864811000001104	47167020	Diltiazem 120mg modified-release capsules (Cubic Pharmaceuticals Ltd)	Diltiazem hydrochloride	120mg	Modified-release capsule	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
57235	11533411000001106	74497020	Ramipril 1.25mg tablets (Sandoz Ltd)	Ramipril	1.25mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
57266	21666411000001104	46326020	Candesartan 2mg tablets (Actavis UK Ltd)	Candesartan cilexetil	2mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
57273	20483811000001104	41316020	Candesartan 8mg tablets (Actavis UK Ltd)	Candesartan cilexetil	8mg	Tablet	Oral	02050502	Angiotensin-ii Receptor Antagonists	Mono	Candesartan	ARB
57333	21940111000001100	47942020	Perindopril tosilate 5mg tablets	Perindopril tosilate	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
57346	21878311000001108	47146020	Ramipril 10mg capsules (Waymade Healthcare Plc)	Ramipril	10mg	Capsule	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
57378	12086211000001108	30788020	Enalapril 2mg/5ml oral suspension	Enalapril maleate	400microgram/1ml	Oral suspension	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
57444	22337311000001108	14783021	Lercanidipine 10mg tablets (Aptil Pharma Ltd)	Lercanidipine hydrochloride	10mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Lercanidipine	CCB
57531	5335911000001104	01954020	Adalat LA 60 tablets (Waymade Healthcare Plc)	Nifedipine	60mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
57539	14767411000001104	01503020	Zestoretic 10 tablets (Sigma Pharmaceuticals Plc)	Lisinopril/Hydrochlorothiazide	10mg + 12.5mg	Tablet	Oral	02020100/02050501	Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors	Combo	Combo	Combo
57588	17480011000001108	01446020	Zestril 2.5mg tablets (Mawdsley-Brooks & Company Ltd)	Lisinopril	2.5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Lisinopril	ACE
57594	5424211000001104	01906020	Tildiem 60mg modified-release tablets (Waymade Healthcare Plc)	Diltiazem hydrochloride	60mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
57653	14043011000001108	01970020	Adalat LA 20 tablets (Sigma Pharmaceuticals Plc)	Nifedipine	20mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	Mono	Nifedipine	CCB
57658	5881111000001106	67312020	Ramipril 1.25mg tablets (A A H Pharmaceuticals Ltd)	Ramipril	1.25mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
57680	18642611000001104	78002020	Lacidipine 4mg tablets (A A H Pharmaceuticals Ltd)	Lacidipine	4mg	Tablet	Oral	02060200	Calcium-channel Blockers	Mono	Lacidipine	CCB
57701	12498911000001108	76377020	Perindopril erbumine 8mg tablets (Actavis UK Ltd)	Perindopril erbumine	8mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
57796	19541911000001108	01684020	Cozaar-Comp 50mg/12.5mg tablets (DE Pharmaceuticals)	Losartan potassium/Hydrochlorothiazide	50mg + 12.5mg	Tablet	Oral	02050504	Angiotensin-ii Receptor Antagonists With Diuretic	Combo	Combo	Combo
57801	15639211000001104	01558020	Perindopril erbumine 4mg tablets (Glenmark Pharmaceuticals Europe Ltd)	Perindopril erbumine	4mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
57859	21865011000001108	47164020	Diltiazem 90mg modified-release tablets (Cubic Pharmaceuticals Ltd)	Diltiazem hydrochloride	90mg	Modified-release tablet	Oral	02060200	Calcium-channel Blockers	6 month exclusion	Diltiazem	CCB
57864	15184311000001102	10698020	Ramipril 5mg tablets (Sigma Pharmaceuticals Plc)	Ramipril	5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Ramipril	ACE
57882	8489611000001101	19854020	Enalapril 2.5mg/5ml oral suspension	Enalapril maleate	500microgram/1ml	Oral suspension	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Enalapril	ACE
57944	21939911000001108	47936020	Perindopril tosilate 2.5mg tablets	Perindopril tosilate	2.5mg	Tablet	Oral	02050501	Angiotensin-converting Enzyme Inhibitors	ever exclusion	Perindopril	ACE
